4715, 2, 71.62428243750277
706, 2, 81.17182592374057
707, 2, 77.54147809034262
2098, 2, 76.71084932925709
11153, 2, 75.27972273514843
1703, 2, 79.82481396872402
4014, 2, 84.25873535271066
6133, 2, 74.13663315023202
4017, 2, 75.29735718836535
1563, 2, 77.70348742046122
13058, 2, 75.96713165872019
19142, 2, 69.22199103671889
1182, 2, 72.6275639925828
1159, 2, 70.98673562923493
18613, 2, 73.42679252585899
173, 2, 75.83483502973631
7873, 2, 70.48250000000003
2126, 2, 71.92365261073259
1183, 2, 69.48737399938057
5697, 2, 72.07638807735378
2028, 2, 68.15631220647917
558, 2, 79.54032042854867
559, 2, 80.1909184195603
560, 2, 78.81095689465008
78, 2, 68.05241006929458
6532, 2, 51.20788778877892
2020, 2, 65.7776175388808
8768, 2, 67.9497093023256
1401, 2, 64.4597020141347
8767, 2, 67.68428571428574
90, 2, 72.34936796859827
8754, 2, 71.19750000000002
92, 2, 64.04647162540729
8755, 2, 67.70721774193551
106, 2, 66.37277366538578
8758, 2, 65.97975000000002
85, 2, 64.62869044063828
8753, 2, 71.50798780487806
8761, 2, 61.47346774193551
1184, 2, 69.8820438824267
1257, 2, 73.18586330827799
1259, 2, 76.85095823662859
2609, 2, 75.37448266403527
2681, 2, 71.30883805294562
2710, 2, 72.37280953308499
2759, 2, 73.59180021149515
10743, 2, 64.88840044245745
30324, 2, 76.45921394386555
2166, 2, 72.27403651690508
711, 2, 65.84792307894826
2728, 2, 68.28019788035172
5745, 2, 67.78526647413804
5174, 2, 73.17428256184563
2727, 2, 76.62487812416926
5746, 2, 74.83716771730768
1724, 2, 72.34559687756362
2713, 2, 71.00632746870966
1711, 2, 71.51476856723993
5746, 2, 74.83716771730768
5228, 2, 72.92968916715475
5745, 2, 67.78526647413804
6769, 2, 74.75883690862018
95, 2, 83.16730392746376
1145, 2, 81.34306846390368
2226, 2, 80.61429178201848
215, 2, 72.89393227011138
19678, 2, 38.42285653059909
910, 2, 75.20956319309695
15, 2, 11.92702068965518
10551, 2, 76.35032717109202
10422, 2, 73.53631785262466
18970, 2, 70.8002876926785
5241, 2, 77.24546583634788
5606, 2, 74.48606146645105
4400, 2, 78.4261568398291
5194, 2, 78.29759624079772
11357, 2, 77.32014923756748
6066, 2, 82.07519649293891
19307, 2, 78.83855071293456
5153, 2, 73.43012413953049
5315, 2, 80.64802604397222
6751, 2, 79.43276657373988
60, 2, 73.87750147273695
5805, 2, 70.4301376741505
2785, 2, 63.76439360985367
1752, 2, 69.44515777297438
1947, 2, 73.25495051511288
1965, 2, 72.83368297949723
848, 2, 77.59852196622857
421, 2, 76.64444756046282
589, 2, 71.33525825732272
103, 2, 66.84257124859298
3526, 2, 68.9143149828688
35545, 2, 72.21993266243472
27525, 2, 74.8458652971776
2852, 2, 77.62973210874593
2148, 2, 56.884524615271104
807, 2, 61.8805802768827
9712, 2, 39.33200000000002
155, 2, 73.6354786789136
15579, 2, 72.0774783791024
