0.288206522163,0.468116910566,0.208192381671,104,162,148,31,240,154,141,80,96,82,48,123,112,36,97,115,177,148,115,115,117,89,105,92,59,152,112,92,63,85,33,9,3
0.427065444925,0.565256360323,0.343169228668,174,172,146,258,76,162,204,237,155,125,199,60,99,171,123,157,34,96,68,63,111,112,40,25,103,31,71,14,38,5,1,2,4
0.302736656885,0.478048923121,0.221505248812,115,118,102,87,201,148,129,113,96,104,85,123,99,122,8,164,193,6,161,134,134,136,122,131,139,7,88,94,56,78,32,7,5
0.445265889914,0.548418261264,0.374774326718,85,226,322,283,159,42,16,274,169,106,177,53,141,157,26,118,176,27,194,52,25,136,108,29,75,45,35,32,11,21,11,1,6
0.287065311036,0.463505940664,0.207918103167,105,103,90,90,158,112,111,75,90,86,91,105,117,124,108,101,109,143,155,150,131,93,114,144,131,124,88,100,60,82,35,7,7
0.510239064266,0.611955836537,0.437516824316,30,80,96,106,151,152,136,107,78,121,146,163,135,158,153,154,16,184,162,16,160,185,163,192,9,130,79,46,15,5,2,2,8
0.292938966946,0.467423733196,0.213311750268,99,150,143,127,195,146,128,94,86,55,104,100,106,38,89,109,95,136,121,119,99,107,108,121,72,151,137,107,63,85,33,9,3+4
0.305975121453,0.471971611915,0.226361742444,140,160,131,26,235,175,140,117,95,129,130,28,100,131,160,74,150,89,132,105,112,121,106,128,113,7,101,62,82,7,38,8,3+5
0.294212752245,0.4700582884,0.214114141283,99,171,165,215,148,113,112,96,91,58,122,119,35,103,102,58,144,81,124,109,98,95,101,116,72,151,137,107,63,85,33,9,3+6
0.284572929179,0.463441804461,0.20532585859,105,104,95,98,210,180,122,102,94,97,95,93,71,88,69,65,103,137,150,145,131,93,115,143,133,125,90,99,56,82,35,7,3+7
0.292967466771,0.467210353395,0.213386456165,98,150,143,120,160,140,103,107,95,102,85,43,105,110,27,110,122,86,146,129,116,92,147,127,70,155,142,105,62,93,33,9,3+8
0.304647897948,0.477369327755,0.223706552591,112,122,94,79,197,20,150,131,116,114,134,130,117,117,8,161,190,6,172,138,134,136,122,131,139,7,88,94,56,78,32,7,4+5
0.435163948835,0.56155308249,0.355215381644,235,204,282,229,258,185,174,75,101,223,173,193,58,133,69,128,34,111,58,96,25,107,36,18,35,14,31,19,20,5,1,2,4+6
0.288602382353,0.502046369692,0.202506961723,191,164,191,130,136,111,97,84,83,73,83,98,78,66,94,107,130,128,116,103,96,90,113,143,131,124,88,100,60,82,35,7,4+7
0.48089980784,0.606585423195,0.398359074846,88,153,252,95,185,259,135,253,78,38,201,92,30,126,182,27,70,177,46,174,150,6,47,168,27,105,92,30,30,12,2,2,4+8
0.29943153555,0.4890218736,0.215776503894,131,130,110,184,24,115,113,114,100,94,100,84,123,99,128,164,7,193,161,134,134,136,122,131,139,7,88,94,56,78,32,7,5+6
0.288121464629,0.462512334207,0.209230743932,105,100,87,85,119,94,79,100,75,90,86,91,105,123,122,117,108,147,178,160,152,110,126,146,131,124,88,100,60,82,35,7,5+7
0.30454167557,0.488830600752,0.221163232512,123,113,126,195,130,118,116,100,94,100,84,122,100,127,8,166,185,6,161,134,134,136,122,131,139,7,88,94,56,78,32,7,5+8
