book_id,average_number_of_adjectives,total_number_of_proper_nouns,total_number_of_adjectives,average_verb_phrases,total_number_of_noun_phrases,average_words,total_number_of_prepositional_phrases,average_syllables,total_number_of_verb_phrases,total_number_of_conjunctions,average_word_length,count_number_unique_words,length_of_document,average_number_of_common_proper_nouns,total_number_of_common_and_proper_nouns,ratio_of_common_to_proper_nouns,average_number_of_proper_nouns,average_number_of_conjunctions,average_prepositional_phrases,average_noun_phrases
19029,1.1794871794871795,316,414,0.21937321937321938,209.0,20.21937321937322,84.0,1.3137945610821473,77.0,1067,3.863322530646752,1571,33644,4.564102564102564,1602,4.069620253164557,0.9002849002849003,3.03988603988604,0.23931623931623933,0.5954415954415955
18458,1.0999461206896552,1937,4083,0.0018857758620689656,27.0,19.391702586206897,9.0,1.341793781778778,7.0,10436,3.958281236975911,6572,348293,3.896551724137931,14464,6.467217346411977,0.5218211206896551,2.8114224137931036,0.0024245689655172415,0.007273706896551724
20788,1.0957120980091883,2593,4293,0.011995916283818275,128.0,18.466309341500764,61.0,1.3382399690398197,47.0,10100,3.962433138450056,6920,351081,3.9152628892291985,15340,4.915927497107598,0.6618172537008677,2.57784583971414,0.015569167942827974,0.03266972945380296
18846,0.9666468135795117,1251,1623,0.007742703990470518,44.0,16.957117331745085,18.0,1.3331108847599311,13.0,3656,3.862280917424748,4141,135654,3.628350208457415,6092,3.8697042366107115,0.7450863609291245,2.1774865991661705,0.01072066706372841,0.026206075044669448
25550,0.8920020376974019,2665,3502,0.0007641365257259297,9.0,17.296739684156904,2.0,1.3299218048212997,3.0,9085,3.8795558631658005,6132,320755,3.5206316861946,13822,4.186491557223264,0.6788079470198676,2.3140601120733573,0.0005094243504839531,0.002292409577177789
19651,0.7896135265700484,3004,3269,0.027294685990338165,319.0,16.421014492753624,132.0,1.3186531927099423,113.0,9165,3.854478325463719,6174,319560,3.4231884057971014,14172,3.717709720372836,0.7256038647342995,2.213768115942029,0.03188405797101449,0.07705314009661836
19145,0.9793201806512954,2765,4120,0.010221060137865463,93.0,17.893748514380793,42.0,1.3075492501228763,43.0,10382,3.8363155727360883,6878,352878,3.5990016638935107,15141,4.4759493670886075,0.6572379367720466,2.467791775612075,0.009983361064891847,0.02210601378654623
22866,0.6496815286624203,141,102,0.21656050955414013,61.0,11.987261146496815,17.0,1.330499468650372,34.0,182,3.694473963868225,554,8353,2.4076433121019107,378,1.6808510638297873,0.8980891719745223,1.1592356687898089,0.10828025477707007,0.3885350318471338
49165,1.068904593639576,574,605,0.2137809187279152,219.0,16.249116607773853,57.0,1.3279330216374905,121.0,1165,3.8832227900402305,1990,44316,3.591872791519435,2033,2.5418118466898956,1.0141342756183747,2.058303886925795,0.10070671378091872,0.3869257950530035
22875,0.5017421602787456,113,144,0.08710801393728224,55.0,11.226480836236934,20.0,1.2805710738671632,25.0,316,3.521104903786468,769,13829,1.735191637630662,498,3.4070796460176993,0.39372822299651566,1.1010452961672474,0.06968641114982578,0.1916376306620209
24276,0.8366533864541833,350,420,0.20318725099601595,295.0,13.96812749003984,101.0,1.3582430119794637,102.0,737,3.835282373074729,1714,32528,2.912350597609562,1462,3.177142857142857,0.6972111553784861,1.4681274900398407,0.20119521912350596,0.5876494023904383
41565,0.8741721854304636,223,264,0.18543046357615894,146.0,16.09933774834437,70.0,1.3368983957219251,56.0,635,3.874537227478404,1243,23181,3.725165562913907,1125,4.044843049327354,0.7384105960264901,2.1026490066225167,0.23178807947019867,0.48344370860927155
22869,0.921996879875195,365,591,0.0327613104524181,64.0,16.586583463338535,29.0,1.3286305492851769,21.0,1258,3.81311136192626,1854,49431,2.968798751950078,1903,4.213698630136986,0.5694227769110765,1.9625585023400935,0.0452418096723869,0.0998439937597504
23882,0.6820217530390275,2417,2132,0.0035188739603326936,55.0,15.22040946896993,12.0,1.297841484688623,11.0,5484,3.703671787973686,4100,215365,2.947536788227767,9214,2.812163839470418,0.7731925783749201,1.7543186180422266,0.003838771593090211,0.017594369801663467
22882,0.7471698113207547,385,396,0.02830188679245283,37.0,14.483018867924528,14.0,1.310578426263679,15.0,947,3.795987493486191,1516,35438,2.9679245283018867,1573,3.085714285714286,0.7264150943396226,1.7867924528301886,0.026415094339622643,0.06981132075471698
24275,0.8083832335329342,285,405,0.05588822355289421,65.0,14.481037924151696,25.0,1.3343900758097864,28.0,824,3.7933838731909026,1583,33096,2.718562874251497,1362,3.778947368421053,0.5688622754491018,1.6447105788423153,0.0499001996007984,0.12974051896207583
22876,0.822265625,230,421,0.109375,152.0,14.333984375,71.0,1.3166643956942363,56.0,872,3.8050143071263114,1514,33929,2.734375,1400,5.086956521739131,0.44921875,1.703125,0.138671875,0.296875
49531,0.75,1876,2775,0.04,369.0,14.525135135135136,156.0,1.3021416742645553,148.0,6394,3.734049085462293,4868,244667,2.752972972972973,10186,4.429637526652452,0.5070270270270271,1.728108108108108,0.04216216216216216,0.09972972972972972
22867,0.6936936936936937,348,385,0.021621621621621623,36.0,12.945945945945946,18.0,1.360194850382742,12.0,794,3.876270006958942,1566,33824,2.836036036036036,1574,3.5229885057471266,0.6270270270270271,1.4306306306306307,0.032432432432432434,0.06486486486486487
22881,1.6941176470588235,178,288,0.8588235294117647,258.0,31.305882352941175,66.0,1.224727546035325,146.0,780,3.515031942878617,741,23638,4.605882352941176,783,3.398876404494382,1.0470588235294118,4.588235294117647,0.38823529411764707,1.5176470588235293
24274,0.8298969072164949,426,483,0.10824742268041238,166.0,15.02405498281787,65.0,1.376715462031107,63.0,1092,3.982502287282708,1846,41917,3.0189003436426116,1757,3.124413145539906,0.7319587628865979,1.8762886597938144,0.11168384879725086,0.2852233676975945
24290,0.5977859778597786,390,324,0.01845018450184502,25.0,11.719557195571955,7.0,1.3139168765743072,10.0,622,3.7038727959697733,1405,28355,2.3450184501845017,1271,2.258974358974359,0.7195571955719557,1.1476014760147601,0.012915129151291513,0.046125461254612546
22997,0.9121863799283154,703,509,0.026881720430107527,54.0,16.879928315412187,24.0,1.4046077078246098,15.0,1204,3.9564709629472343,1666,45602,3.4874551971326166,1946,1.768136557610242,1.2598566308243728,2.1577060931899643,0.043010752688172046,0.0967741935483871
32530,1.4731638418079096,1051,2086,0.1497175141242938,604.0,22.4795197740113,310.0,1.4381577707266502,212.0,5072,4.071691118720744,4312,157248,4.655367231638418,6592,5.272121788772598,0.742231638418079,3.5819209039548023,0.2189265536723164,0.4265536723163842
25438,1.88828125,1121,2417,0.00703125,19.0,26.990625,9.0,1.4673787194627765,9.0,5843,4.201198332754428,4851,177782,6.01875,7704,5.872435325602141,0.87578125,4.56484375,0.00703125,0.01484375
40969,1.0826271186440677,328,511,0.11440677966101695,147.0,14.99364406779661,60.0,1.3464744948424474,54.0,901,3.8461212378126324,1570,32869,2.8983050847457625,1368,3.1707317073170733,0.6949152542372882,1.9088983050847457,0.1271186440677966,0.3114406779661017
29822,1.064343163538874,231,397,0.5067024128686327,476.0,15.619302949061662,205.0,1.3935805012015106,189.0,716,3.924991417782355,1396,27840,2.962466487935657,1105,3.7835497835497836,0.6193029490616622,1.9195710455764075,0.5495978552278821,1.2761394101876675
24121,0.7407407407407407,105,120,0.4382716049382716,175.0,13.802469135802468,75.0,1.3899821109123434,71.0,299,3.848389982110912,576,10449,2.8333333333333335,459,3.3714285714285714,0.6481481481481481,1.845679012345679,0.46296296296296297,1.0802469135802468
30252,1.4077134986225894,192,511,0.01652892561983471,17.0,22.18457300275482,6.0,1.3822178070284366,6.0,1290,4.022227741214454,1531,40032,4.465564738292011,1621,7.442708333333333,0.5289256198347108,3.553719008264463,0.01652892561983471,0.046831955922865015
49762,0.5846153846153846,202,228,0.03076923076923077,31.0,13.512820512820513,11.0,1.3005692599620493,12.0,628,3.5950664136622392,1198,23201,2.258974358974359,881,3.3613861386138613,0.517948717948718,1.6102564102564103,0.028205128205128206,0.07948717948717948
26536,1.411764705882353,121,168,1.411764705882353,435.0,19.613445378151262,192.0,1.467866323907455,168.0,358,4.215509854327335,884,12251,4.512605042016807,537,3.43801652892562,1.0168067226890756,3.008403361344538,1.6134453781512605,3.6554621848739495
29354,0.6225806451612903,180,193,0.1032258064516129,80.0,13.861290322580645,32.0,1.2867116592971841,32.0,493,3.636025133814289,1065,19059,2.529032258064516,784,3.3555555555555556,0.5806451612903226,1.5903225806451613,0.1032258064516129,0.25806451612903225
23308,0.9553571428571429,241,321,0.13095238095238096,102.0,17.330357142857142,48.0,1.3439807659282157,44.0,800,3.8617551090503177,1378,27631,3.511904761904762,1180,3.896265560165975,0.7172619047619048,2.380952380952381,0.14285714285714285,0.30357142857142855
28645,1.0571428571428572,47,74,0.14285714285714285,24.0,17.214285714285715,10.0,1.4340248962655602,10.0,153,4.145228215767635,466,6103,3.2142857142857144,225,3.7872340425531914,0.6714285714285714,2.1857142857142855,0.14285714285714285,0.34285714285714286
18584,0.7879828326180257,1163,918,0.08068669527896996,230.0,17.372532188841202,91.0,1.3879638322051484,94.0,2544,3.833045110924453,2741,94229,3.3055793991416307,3851,2.311263972484953,0.9982832618025751,2.1836909871244634,0.07811158798283262,0.19742489270386265
19478,0.8095238095238095,3926,3213,0.005542957923910304,94.0,17.71302595112119,40.0,1.3217216903972804,22.0,9362,3.6938821956388774,5742,317279,3.435122197026959,13634,2.4727457972491087,0.9891660367850844,2.3587805492567395,0.010078105316200554,0.023683547493071302
19474,1.1193490054249549,4624,3714,0.05635925256178421,670.0,19.9376130198915,291.0,1.4031260864964552,187.0,9042,4.004444242891479,7101,318207,4.30741410488246,14292,2.0908304498269894,1.3936106088004823,2.725135623869801,0.08770343580470162,0.20192887281494876
19076,0.8337147215865751,997,1093,0.07093821510297482,225.0,15.780320366132724,90.0,1.358952049497293,93.0,2522,3.8529582366589326,3104,96888,3.1098398169336385,4077,3.0892678034102308,0.7604881769641495,1.92372234935164,0.06864988558352403,0.17162471395881007
18137,0.7889083735203858,5194,3599,0.005699254712845244,75.0,16.70670758439281,27.0,1.3693318988138974,26.0,9602,3.871195024666737,6465,357640,3.4173608066637438,15590,2.0015402387370043,1.1385357299430074,2.1047786058746163,0.005918456817185445,0.016440157825515125
18109,0.9243542435424354,661,501,0.1033210332103321,167.0,18.160516605166052,64.0,1.3489789698262724,56.0,1317,3.835619221781977,1842,46031,3.7601476014760147,2038,2.0832072617246595,1.2195571955719557,2.4298892988929888,0.11808118081180811,0.3081180811808118
20727,0.7915357217682799,5255,3778,0.04043578462183113,511.0,16.66436203645506,184.0,1.3725719458378909,193.0,9973,3.889877921522775,6775,372858,3.445003142677561,16443,2.1290199809705044,1.1009847056358684,2.0894615545778334,0.03855017808506181,0.10706054892101403
20726,0.9401479488903833,1958,1398,0.02824478816408877,106.0,17.592468056489576,35.0,1.4535550458715596,42.0,3178,4.087767584097859,3698,128990,3.665097511768662,5450,1.783452502553626,1.3167451244115669,2.137188971082717,0.023537323470073975,0.07128446536650974
20659,0.908273381294964,1674,1010,0.09262589928057553,254.0,18.223021582733814,95.0,1.428740623766285,103.0,2632,3.97754638768259,3077,98457,3.9100719424460433,4348,1.5973715651135005,1.5053956834532374,2.366906474820144,0.08543165467625899,0.22841726618705036
19338,0.8741935483870967,559,542,0.06451612903225806,88.0,18.669354838709676,31.0,1.2647084233261339,40.0,1628,3.6614254859611233,1700,52283,3.4516129032258065,2140,2.828264758497317,0.9016129032258065,2.6258064516129034,0.05,0.14193548387096774
18105,0.9347826086956522,508,559,0.26755852842809363,404.0,17.994983277591974,152.0,1.320695102685624,160.0,1442,3.7604311866926867,1952,49625,3.551839464882943,2124,3.1811023622047245,0.8494983277591973,2.411371237458194,0.25418060200668896,0.6755852842809364
18807,1.2716763005780347,702,440,0.20809248554913296,176.0,27.898843930635838,87.0,1.4011188231637832,72.0,1389,3.9275872785662487,1751,46193,6.011560693641618,2080,1.962962962962963,2.0289017341040463,4.014450867052023,0.2514450867052023,0.5086705202312138
18800,1.1448741559238798,2485,1865,0.016574585635359115,89.0,20.136279926335174,33.0,1.469239680507286,27.0,4593,4.104079019571977,4227,161935,4.569060773480663,7443,1.9951710261569418,1.525475751995089,2.8195211786372005,0.020257826887661142,0.05463474524248005
19067,1.2123115577889447,765,965,0.03391959798994975,78.0,19.027638190954775,31.0,1.413904661296712,27.0,2063,3.9863990492539285,2951,73249,4.182160804020101,3329,3.3516339869281047,0.9610552763819096,2.591708542713568,0.038944723618090454,0.09798994974874371
18861,1.1746905089408528,988,854,0.2668500687757909,506.0,20.349381017881704,255.0,1.4115181830471812,194.0,2121,4.007570636744626,2492,71852,4.581843191196699,3331,2.3714574898785425,1.359009628610729,2.9174690508940855,0.35075653370013754,0.6960110041265475
18151,0.9396135265700483,3333,2334,0.019726247987117553,127.0,18.286634460547504,44.0,1.3941748855230716,49.0,5697,3.923718738992603,5026,215458,4.01207729468599,9966,1.99009900990099,1.3417874396135265,2.2934782608695654,0.017713365539452495,0.05112721417069243
18342,1.03,285,309,0.29333333333333333,194.0,18.69,67.0,1.402175851614054,88.0,767,3.947565543071161,1265,26802,3.68,1104,2.873684210526316,0.95,2.5566666666666666,0.22333333333333333,0.6466666666666666
19102,0.8605577689243028,493,432,0.2290836653386454,300.0,16.416334661354583,118.0,1.3704647494236137,115.0,954,3.799174857420216,1755,37833,3.1314741035856573,1572,2.1886409736308314,0.9820717131474104,1.900398406374502,0.2350597609561753,0.5976095617529881
18460,1.3530751708428246,351,594,0.1548974943052392,183.0,22.47608200455581,63.0,1.4089388871997568,68.0,1393,4.001013479274349,2100,49434,4.681093394077449,2055,4.854700854700854,0.7995444191343963,3.173120728929385,0.14350797266514806,0.4168564920273349
20121,0.871599045346062,2766,1826,0.0243436754176611,148.0,17.820525059665872,51.0,1.3926447742004606,51.0,4861,3.9002517812181927,4564,175955,3.821002386634845,8005,1.8940708604483008,1.3202863961813842,2.3202863961813844,0.0243436754176611,0.07064439140811456
18814,1.0691562932226832,1308,773,0.23098201936376211,424.0,19.38174273858921,169.0,1.4953257689288517,167.0,1909,4.213016484692785,2739,71155,4.828492392807745,3491,1.668960244648318,1.8091286307053942,2.640387275242047,0.23374827109266944,0.5864453665283541
18261,2.4375,487,234,0.21875,64.0,34.604166666666664,30.0,1.641782059000602,21.0,498,4.586092715231788,1015,18475,10.614583333333334,1019,1.0924024640657084,5.072916666666667,5.1875,0.3125,0.6666666666666666
18855,0.9742547425474255,717,719,0.08130081300813008,146.0,18.537940379403793,49.0,1.3474161245522989,60.0,1810,3.806227614940428,2328,63755,3.761517615176152,2776,2.8716875871687586,0.9715447154471545,2.4525745257452574,0.06639566395663957,0.1978319783197832
19158,0.8890243902439025,727,729,0.07073170731707316,139.0,17.617073170731707,48.0,1.3511006506991554,58.0,1894,3.824865014536896,2407,67161,3.5280487804878047,2893,2.9793672627235215,0.8865853658536585,2.3097560975609754,0.05853658536585366,0.16951219512195123
22559,0.9327433628318584,491,527,0.010619469026548672,18.0,17.679646017699117,8.0,1.3368705576133748,6.0,1257,3.6831514666132747,1923,45947,3.1557522123893804,1783,2.6313645621181263,0.8690265486725663,2.224778761061947,0.01415929203539823,0.03185840707964602
29503,0.5545023696682464,203,234,0.2132701421800948,192.0,12.528436018957345,47.0,1.234726688102894,90.0,552,3.3707206355210895,984,22235,1.8601895734597156,785,2.8669950738916254,0.48104265402843605,1.3080568720379147,0.11137440758293839,0.4549763033175355
30399,0.5792349726775956,120,106,0.02185792349726776,12.0,13.469945355191257,5.0,1.3123732251521298,4.0,278,3.595943204868154,703,11061,2.377049180327869,435,2.625,0.6557377049180327,1.5191256830601092,0.0273224043715847,0.06557377049180328
31979,0.6970560303893637,786,734,0.005698005698005698,21.0,13.655270655270655,9.0,1.325057375339036,6.0,1674,3.76611725432923,2369,66606,2.6486229819563154,2789,2.5483460559796436,0.7464387464387464,1.5897435897435896,0.008547008547008548,0.019943019943019943
27756,1.2549019607843137,142,256,0.11274509803921569,56.0,17.33823529411765,26.0,1.3915747808877579,23.0,455,3.9081142210913202,1116,17011,3.593137254901961,733,4.161971830985915,0.696078431372549,2.230392156862745,0.12745098039215685,0.27450980392156865
29793,0.6763285024154589,342,280,0.0821256038647343,89.0,13.917874396135266,33.0,1.291044776119403,34.0,626,3.6938562998958693,1103,25778,2.5458937198067635,1054,2.08187134502924,0.8260869565217391,1.5120772946859904,0.07971014492753623,0.21497584541062803
24278,0.5714285714285714,375,284,0.28169014084507044,291.0,11.422535211267606,83.0,1.333979214373789,140.0,585,3.7991897128765193,1303,26756,2.6056338028169015,1295,2.453333333333333,0.7545271629778671,1.1770623742454729,0.16700201207243462,0.5855130784708249
1250,0.6825396825396826,692,860,0.003968253968253968,12.0,17.524603174603175,5.0,1.207055839862325,5.0,3448,3.551514877043612,1996,97706,3.1174603174603175,3928,4.676300578034682,0.5492063492063493,2.7365079365079366,0.003968253968253968,0.009523809523809525
19111,1.0627020038784745,1375,1644,0.02197802197802198,97.0,16.539754363283777,50.0,1.398170946183609,34.0,3483,4.025481689920663,3657,125286,4.1945701357466065,6489,3.719272727272727,0.8888170652876535,2.251454427925016,0.03232062055591468,0.06270200387847447
23588,1.2197802197802199,179,222,0.5934065934065934,250.0,18.774725274725274,99.0,1.405033655253146,108.0,497,4.114135206321334,1003,17126,4.923076923076923,896,4.005586592178771,0.9835164835164835,2.730769230769231,0.5439560439560439,1.3736263736263736
24119,1.1268722466960353,1228,1279,0.07048458149779736,184.0,18.16740088105727,83.0,1.379485935984481,80.0,2830,3.9838991270611057,3550,100402,4.585022026431718,5204,3.237785016286645,1.0819383259911894,2.4933920704845813,0.07312775330396476,0.16211453744493393
30468,0.3783783783783784,208,98,0.07722007722007722,39.0,10.35907335907336,9.0,1.2713380544166977,20.0,249,3.486768542676109,666,11503,2.0694980694980694,536,1.5769230769230769,0.803088803088803,0.9613899613899614,0.03474903474903475,0.15057915057915058
29356,1.098360655737705,42,67,1.9180327868852458,274.0,18.278688524590162,106.0,1.4062780269058297,117.0,146,4.127354260089686,433,5662,4.344262295081967,265,5.309523809523809,0.6885245901639344,2.3934426229508197,1.7377049180327868,4.491803278688525
23194,0.683271375464684,1111,919,0.07509293680297398,228.0,14.115241635687733,75.0,1.342586252304451,101.0,2098,3.735896760600474,2792,85905,2.6312267657992563,3539,2.1854185418541854,0.8260223048327138,1.5598513011152417,0.055762081784386616,0.16951672862453532
29940,0.7333333333333333,53,66,0.06666666666666667,16.0,13.922222222222222,5.0,1.3431763766959297,6.0,142,3.670391061452514,448,5724,2.577777777777778,232,3.3773584905660377,0.5888888888888889,1.5777777777777777,0.05555555555555555,0.17777777777777778
24247,0.5846774193548387,450,290,0.07862903225806452,83.0,12.76008064516129,26.0,1.3684626323273819,39.0,599,3.736293253278559,1299,28641,2.469758064516129,1225,1.7222222222222223,0.907258064516129,1.2076612903225807,0.05241935483870968,0.16733870967741934
29206,0.8092909535452323,227,331,0.06356968215158924,65.0,16.066014669926652,27.0,1.3064982498858622,26.0,967,3.8042915842337544,1432,30807,3.1344743276283618,1282,4.647577092511013,0.5550122249388753,2.3643031784841075,0.06601466992665037,0.15892420537897312
26741,0.7456647398843931,170,129,0.017341040462427744,12.0,14.289017341040463,5.0,1.3414239482200647,3.0,304,3.7168284789644015,761,11281,2.994219653179191,518,2.0470588235294116,0.9826589595375722,1.7572254335260116,0.028901734104046242,0.06936416184971098
27393,0.6067415730337079,924,594,0.018386108273748723,44.0,13.610827374872319,16.0,1.3414634146341464,18.0,1366,3.6806003752345218,2115,60182,2.70173646578141,2645,1.8625541125541125,0.9438202247191011,1.3953013278855975,0.01634320735444331,0.0449438202247191
24370,0.795872838817624,1829,1427,0.007808142777467931,44.0,14.723368655883993,23.0,1.3915299821962954,14.0,3088,3.8598052956551383,3592,123424,3.18739542665923,5715,2.1246582832148717,1.0200780814277748,1.7222532069157837,0.012827663134411601,0.024539877300613498
30035,0.5344129554655871,299,132,0.05668016194331984,36.0,14.307692307692308,21.0,1.389926428975665,14.0,383,3.83786078098472,960,16490,3.2388663967611335,800,1.6755852842809364,1.2105263157894737,1.5506072874493928,0.08502024291497975,0.145748987854251
40954,1.027681660899654,288,297,0.1245674740484429,92.0,17.207612456747405,26.0,1.3997586969636036,36.0,568,3.985923989543535,1242,24144,3.5605536332179932,1029,2.5729166666666665,0.9965397923875432,1.9653979238754324,0.08996539792387544,0.31833910034602075
23929,0.7350993377483444,1050,777,0.013245033112582781,30.0,14.147587511825922,14.0,1.3869867593954794,14.0,1685,3.8506085328340243,2447,69867,2.9413434247871333,3109,1.960952380952381,0.9933774834437086,1.5941343424787133,0.013245033112582781,0.02838221381267739
23942,0.5787037037037037,323,250,0.5115740740740741,465.0,13.032407407407407,144.0,1.3241563055062167,221.0,554,3.6401420959147424,1211,25071,2.576388888888889,1113,2.4458204334365323,0.7476851851851852,1.2824074074074074,0.3333333333333333,1.0763888888888888
24150,0.9020618556701031,334,350,0.13917525773195877,162.0,11.97938144329897,57.0,1.4894578313253013,54.0,658,4.2465576592082614,1171,24166,2.88659793814433,1120,2.3532934131736525,0.8608247422680413,1.6958762886597938,0.14690721649484537,0.4175257731958763
29789,1.108974358974359,146,173,0.30128205128205127,108.0,16.314102564102566,38.0,1.3913555992141453,47.0,349,3.9595284872298624,756,12369,3.532051282051282,551,2.7739726027397262,0.9358974358974359,2.2371794871794872,0.24358974358974358,0.6923076923076923
29789,1.108974358974359,146,173,0.30128205128205127,108.0,16.314102564102566,38.0,1.3913555992141453,47.0,349,3.9595284872298624,756,12369,3.532051282051282,551,2.7739726027397262,0.9358974358974359,2.2371794871794872,0.24358974358974358,0.6923076923076923
43038,0.9554317548746518,264,686,0.07103064066852367,104.0,15.264623955431755,38.0,1.3268248175182482,51.0,1497,3.700638686131387,2102,50434,2.4094707520891365,1730,5.553030303030303,0.36768802228412256,2.084958217270195,0.052924791086350974,0.14484679665738162
49767,1.0025641025641026,402,391,0.2076923076923077,216.0,17.394871794871793,91.0,1.4286556603773586,81.0,911,4.12278891509434,1503,33788,3.792307692307692,1479,2.6791044776119404,1.0307692307692307,2.335897435897436,0.23333333333333334,0.5538461538461539
29680,0.8571428571428571,275,312,0.21978021978021978,180.0,15.593406593406593,64.0,1.3513037350246653,80.0,680,3.923890063424947,1315,27252,3.2445054945054945,1181,3.2945454545454544,0.7554945054945055,1.8681318681318682,0.17582417582417584,0.4945054945054945
29601,0.6739130434782609,132,93,0.14492753623188406,45.0,15.96376811594203,11.0,1.2560145256468451,20.0,283,3.455288243304585,634,9553,2.760869565217391,381,1.8863636363636365,0.9565217391304348,2.050724637681159,0.07971014492753623,0.32608695652173914
29620,0.4738219895287958,229,181,0.21727748691099477,168.0,10.856020942408376,58.0,1.277550036170726,83.0,403,3.4342898480829516,932,17411,1.9083769633507854,729,2.183406113537118,0.599476439790576,1.0549738219895288,0.1518324607329843,0.4397905759162304
19526,0.6852621167161227,4803,3464,0.01562809099901088,217.0,14.391097922848665,89.0,1.3145559267048812,79.0,8363,3.689238044180516,5309,322763,3.0429277942631057,15382,2.2025817197584843,0.9501483679525222,1.6544015825914935,0.017606330365974282,0.042927794263105834
19709,0.6573057432432432,4507,3113,0.01245777027027027,141.0,13.599239864864865,53.0,1.3292239853429804,59.0,6948,3.6867838400149053,4818,286168,2.8940033783783785,13706,2.0410472598180607,0.9516469594594594,1.4670608108108107,0.011190878378378379,0.02977195945945946
21092,0.6684989429175475,4368,3162,0.041014799154334036,411.0,14.037209302325582,120.0,1.3426863064040002,194.0,7688,3.7989939152961023,4952,303629,3.1143763213530655,14731,2.3724816849816848,0.9234672304439746,1.6253699788583509,0.02536997885835095,0.086892177589852
18786,0.6,4403,2649,0.00928652321630804,91.0,13.653001132502832,28.0,1.3245794485550284,41.0,6759,3.7383124854839247,4519,271151,2.912797281993205,12860,1.9207358619123325,0.997281993204983,1.5309173272933183,0.0063420158550396375,0.02061155152887882
18520,0.6257876878332526,4044,2582,0.015511391177896268,187.0,14.162869607367911,95.0,1.3469094393866794,64.0,6609,3.7597200355944964,4769,264300,2.971885603490063,12262,2.032146389713155,0.9801260300533204,1.6017935046049443,0.023024721279689773,0.045322346097915654
6714,0.6146841206602163,2992,2160,0.025896414342629483,204.0,14.008821855435402,63.0,1.29865724094501,91.0,5215,3.6004834745160177,4210,215403,2.7327831531018782,9603,2.2095588235294117,0.8514513375071144,1.4840637450199203,0.017928286852589643,0.05805350028457598
4994,1.2059732234809475,2577,3513,0.006865774116031583,78.0,20.408170271198077,26.0,1.3182728052616528,20.0,7911,3.830392437215092,5121,285804,4.446275317542053,12952,4.025999223903764,0.8846549948506695,2.7157569515962923,0.008925506350841057,0.026776519052523172
6468,0.9223914918079908,3057,3209,0.008335728657660248,98.0,17.00143719459615,24.0,1.338422262798404,29.0,7703,3.868296476634882,5395,276957,3.5860879563092842,12476,3.0811252862283283,0.8787007760850819,2.2141419948260994,0.006898534061511929,0.028169014084507043
8612,8.25,22,33,1.0,20.0,23.25,13.0,1.2795698924731183,4.0,11,6.698924731182796,71,796,7.25,29,0.3181818181818182,5.5,2.75,3.25,5.0
6717,0.6778264228689158,2893,2632,0.0084985835694051,77.0,14.897501931496265,23.0,1.3017615433816792,33.0,6550,3.6114578111224436,3975,254224,2.606489827453,10121,2.4984445212582096,0.7450424929178471,1.6868400721091938,0.005923255215039918,0.019830028328611898
14665,0.6540410132689988,2057,2711,0.0012062726176115801,56.0,13.42074788902292,11.0,1.2915026335184885,5.0,6555,3.6397742184831654,4100,246877,2.5630880579010857,10624,4.164803111327175,0.4962605548854041,1.5814234016887816,0.0026537997587454767,0.013510253317249699
19731,0.743073047858942,2742,2950,0.0005037783375314861,30.0,15.458942065491184,10.0,1.3092615524995113,2.0,7510,3.7139900932021117,4611,279826,3.082619647355164,12238,3.4631655725747628,0.6906801007556675,1.8916876574307304,0.0025188916876574307,0.007556675062972292
20132,0.723046875,1994,1851,0.0125,188.0,15.541796875,40.0,1.3272425666675045,32.0,4870,3.7198582451554527,4428,181015,3.143359375,8047,3.035606820461384,0.77890625,1.90234375,0.015625,0.0734375
41029,1.2486865148861646,504,713,0.12084063047285463,169.0,20.59719789842382,71.0,1.3894226681404642,69.0,1645,3.9935379644588047,2246,57500,4.532399299474606,2588,4.134920634920635,0.882661996497373,2.8809106830122593,0.1243432574430823,0.29597197898423816
23591,0.8618143459915611,889,817,0.10232067510548523,203.0,16.0168776371308,65.0,1.4072708113804004,97.0,1833,3.950737618545838,2816,72698,3.290084388185654,3119,2.5084364454443193,0.9377637130801688,1.9335443037974684,0.06856540084388185,0.2141350210970464
24865,0.7038539553752535,468,347,0.07707910750507099,86.0,14.44421906693712,43.0,1.3215840471843843,38.0,750,3.683892711697795,1568,32027,3.0689655172413794,1513,2.232905982905983,0.949290060851927,1.5212981744421907,0.0872210953346856,0.1744421906693712
29160,0.569060773480663,127,103,0.055248618784530384,31.0,10.640883977900552,13.0,1.3037383177570094,10.0,210,3.678608515057113,660,8740,2.4917127071823204,451,2.5511811023622046,0.7016574585635359,1.160220994475138,0.0718232044198895,0.1712707182320442
29727,1.0803030303030303,761,713,0.006060606060606061,15.0,15.927272727272728,5.0,1.4543378995433789,4.0,1337,4.117104261796043,2495,52032,3.6924242424242424,2437,2.202365308804205,1.153030303030303,2.025757575757576,0.007575757575757576,0.022727272727272728
40991,1.0056925996204933,504,530,0.08538899430740038,97.0,16.18595825426945,38.0,1.4264947245017585,45.0,1009,3.998593200468933,2290,40871,3.523719165085389,1857,2.6845238095238093,0.9563567362428842,1.9146110056925996,0.07210626185958255,0.1840607210626186
30305,0.9452380952380952,255,397,0.22380952380952382,217.0,15.438095238095238,62.0,1.3889574336829118,94.0,770,3.9350709438618137,1648,30978,3.0404761904761903,1277,4.007843137254902,0.6071428571428571,1.8333333333333333,0.14761904761904762,0.5166666666666667
