book_id,average_number_of_adjectives,total_number_of_proper_nouns,total_number_of_adjectives,average_verb_phrases,total_number_of_noun_phrases,average_words,total_number_of_prepositional_phrases,average_syllables,total_number_of_verb_phrases,total_number_of_conjunctions,average_word_length,count_number_unique_words,length_of_document,average_number_of_common_proper_nouns,total_number_of_common_and_proper_nouns,ratio_of_common_to_proper_nouns,average_number_of_proper_nouns,average_number_of_conjunctions,average_prepositional_phrases,average_noun_phrases
12823,0.5696091348265261,3090,2594,0.0015371102327624067,31.0,13.330698287220025,8.0,1.2571325031297358,7.0,5779,3.4124827040917176,4501,252562,2.1609574000878347,9841,2.184789644012945,0.6785243741765481,1.268994290733421,0.001756697408871322,0.006807202459376372
528,0.528380249192432,3146,2290,0.03576372865712967,363.0,13.273880941393632,136.0,1.2427645187644492,155.0,5983,3.3837021328373518,3813,237287,2.36063682510383,10231,2.2520661157024793,0.7258883248730964,1.3804799261652054,0.03137978772496539,0.08375634517766498
13803,0.6518817204301075,3284,2425,0.020698924731182795,225.0,15.143817204301076,58.0,1.2992278334960503,77.0,5738,3.5645868465430017,4068,243784,2.5873655913978495,9625,1.9308769792935445,0.8827956989247312,1.54247311827957,0.015591397849462365,0.06048387096774194
5868,1.9619047619047618,847,412,0.2,155.0,41.10952380952381,51.0,1.2897023051083054,42.0,1328,3.7252403567705317,1841,41777,10.904761904761905,2290,1.703659976387249,4.033333333333333,6.3238095238095235,0.24285714285714285,0.7380952380952381
11111,0.5983881799865681,3484,2673,0.0044772778150884264,94.0,14.674278038952316,16.0,1.2854614797864226,20.0,6526,3.480122044241037,4463,276655,2.4020595477949405,10730,2.079793340987371,0.7799417953884038,1.4609357510633534,0.003581822252070741,0.021043205730915605
293,0.7432721059376335,3792,3480,0.009397693293464331,118.0,16.09312259718069,54.0,1.3011360620056271,44.0,8091,3.602829537612146,5572,328879,2.735369500213584,12807,2.377373417721519,0.8099102947458351,1.7281076463049978,0.011533532678342588,0.025202904741563434
659,0.6828881248346999,2569,2582,0.0076699285903200215,90.0,14.797143612800847,40.0,1.283370272395796,29.0,5607,3.4963716308000286,4001,236963,2.434276646389844,9204,2.582717010509926,0.6794498809838667,1.4829410208939433,0.01057921184871727,0.02380322665961386
671,0.7291608972583772,2548,2633,0.030462475768485184,326.0,14.972029908612573,139.0,1.2944473216928085,110.0,5898,3.586564072210713,4320,235420,2.5355857103295487,9156,2.5934065934065935,0.705621711437275,1.6333425643865964,0.03849349210744946,0.09027970091387427
5348,0.7714285714285715,3198,2997,0.0005148005148005148,8.0,16.037580437580438,4.0,1.2814335698006611,2.0,6613,3.5288094244535038,4724,266103,2.7158301158301157,10551,2.299249530956848,0.8231660231660232,1.7021879021879023,0.0010296010296010295,0.002059202059202059
20689,1.816793893129771,473,238,0.2824427480916031,146.0,29.31297709923664,46.0,1.6359375,37.0,601,4.701302083333333,887,21898,9.236641221374045,1210,1.558139534883721,3.6106870229007635,4.587786259541985,0.3511450381679389,1.1145038167938932
12741,0.7013602638087386,3798,3403,0.026380873866446827,289.0,14.687139323990108,82.0,1.3112317925402037,128.0,7215,3.532878673065589,4921,305714,2.4352844187963725,11816,2.111111111111111,0.782769991755977,1.4870156636438583,0.016900247320692497,0.05956306677658697
10724,0.6196319018404908,3698,2626,0.03633789523360075,317.0,14.743747050495516,83.0,1.3001888483451765,154.0,6201,3.5535497087254337,4501,270666,2.626474752241623,11131,2.0100054083288263,0.8725814063237376,1.4631901840490797,0.019584709768758847,0.07479943369513922
5417,0.663372859025033,4277,3021,0.018006148440931048,222.0,15.244400527009223,95.0,1.2997853737234057,82.0,7195,3.5597568529161805,4763,299271,2.731005709266579,12437,1.9078793546878654,0.9391743522178305,1.5799297321036452,0.020860781730346948,0.048748353096179184
4660,0.6814539210074413,2461,2381,0.015168860904407555,167.0,15.132799084144247,54.0,1.2942845254756592,53.0,5198,3.512709460226198,4196,224266,2.3918145392100745,8357,2.395774075579033,0.704350314825415,1.4876931883228393,0.015455065827132226,0.04779622209502003
5778,0.6763018065887354,3685,3182,0.019128586609989374,247.0,15.465037194473965,66.0,1.3019391723815676,90.0,7775,3.5652048431208168,4939,314150,2.537088204038257,11937,2.239348710990502,0.7832093517534537,1.6524973432518597,0.014027630180658874,0.05249734325185972
5993,0.6099078341013825,2720,2647,0.023271889400921657,225.0,13.73294930875576,78.0,1.2927467659938592,101.0,6062,3.518732907165987,4514,254184,2.3013824884792626,9988,2.6720588235294116,0.6267281105990783,1.396774193548387,0.017972350230414748,0.05184331797235023
22521,0.5773706896551725,3006,2679,0.06939655172413793,695.0,13.683189655172415,224.0,1.2705780437864231,322.0,6487,3.4715230744999213,4518,268635,2.3157327586206895,10745,2.574517631403859,0.6478448275862069,1.3980603448275861,0.04827586206896552,0.1497844827586207
20432,0.5178607467204843,4359,2566,0.0004036326942482341,80.0,13.410898082744703,7.0,1.2613203714014838,2.0,6890,3.447547817188605,4353,279265,2.4768920282542886,12273,1.8155540261527874,0.8797174571140263,1.3905146316851664,0.0014127144298688194,0.016145307769929364
5623,0.6142557651991615,2860,2344,0.0041928721174004195,73.0,14.126834381551364,15.0,1.2723714476515544,16.0,5317,3.4585590264895747,4316,225771,2.3299266247379453,8891,2.108741258741259,0.749475890985325,1.3933438155136268,0.003930817610062893,0.019129979035639413
5673,0.639697710602356,3669,2878,0.006001333629695488,118.0,14.856857079350966,25.0,1.3021498780688499,27.0,6658,3.558489549827202,4668,287899,2.4703267392753947,11114,2.0291632597437994,0.8155145587908424,1.4798844187597244,0.005556790397866192,0.026228050677928428
15055,1.1594865482679797,5834,6594,0.0012308774397749253,64.0,19.55266397045894,16.0,1.2993542933199036,7.0,14894,3.6968955717831578,6885,501862,3.8477228767364164,21882,2.750771340418238,1.0258484262352734,2.618955512572534,0.002813434148056972,0.011253736592227889
3653,1.0451948051948052,6424,6036,0.014199134199134199,440.0,18.683982683982684,110.0,1.3255699721964782,82.0,15532,3.7938739573679334,6886,503902,3.915151515151515,22610,2.5196139476961394,1.1123809523809525,2.6895238095238096,0.01904761904761905,0.0761904761904762
5207,1.1427221172022684,5532,6045,0.01058601134215501,372.0,19.60056710775047,100.0,1.3252288136410544,56.0,15392,3.8363922188895425,6416,485879,4.090170132325142,21637,2.911243673174259,1.0457466918714555,2.909640831758034,0.01890359168241966,0.07032136105860114
15285,1.1695164552307409,5212,6361,0.002574002574002574,60.0,18.940981798124657,28.0,1.315132983886624,14.0,15154,3.7961754999029313,6704,478150,3.638168781025924,19788,2.7966231772831924,0.9582643868358154,2.786173929031072,0.005148005148005148,0.011031439602868174
22464,1.3173640985529917,3383,6737,0.009581540868204928,162.0,20.899491591709033,54.0,1.2964258982035928,49.0,16404,3.773942739520958,6509,497484,4.010168165819319,20508,5.062075081288797,0.661517403206883,3.207665232694564,0.010559249120062574,0.03167774736018772
11961,1.0461940148624223,4251,5209,0.05262100823458526,700.0,18.83028720626632,291.0,1.2969089978241393,262.0,13230,3.720476556167072,5359,428500,3.433420365535248,17095,3.021406727828746,0.8537859007832899,2.6571600723036752,0.05844547097810805,0.14059048001606747
11311,1.2100466299279355,4152,5709,0.002967359050445104,90.0,20.748410343365833,35.0,1.3025201499627137,14.0,14239,3.742182631702608,5894,448275,3.7903772785078425,17883,3.3070809248554913,0.8800339126748622,3.0180161085205595,0.00741839762611276,0.01907587961000424
9745,1.019303626195201,5018,5650,0.04059173732635757,772.0,18.25365325635937,248.0,1.324421822494564,225.0,14871,3.8262700138367265,6269,472385,3.614649106981779,20036,2.992825827022718,0.905285946238499,2.6828432256900596,0.044741114919718564,0.13927476095976907
6094,1.0080424366872005,6331,5891,0.0013689253935660506,236.0,18.43343600273785,41.0,1.3339707588767695,8.0,16051,3.857897423996287,6261,506880,3.8706365503080082,22620,2.572895277207392,1.0833333333333333,2.7465776865160847,0.00701574264202601,0.040383299110198494
1078,1.2739837398373983,5866,7835,0.01056910569105691,192.0,20.787642276422766,92.0,1.3146334595288007,65.0,18714,3.7992944526141237,7051,593358,4.121951219512195,25350,3.3215138083873166,0.9538211382113821,3.0429268292682927,0.014959349593495935,0.03121951219512195
12532,1.0457132999827496,5924,6062,0.028808004140072452,614.0,18.410212178713127,204.0,1.3255781267568683,167.0,15554,3.7865709681046438,6834,496404,3.6177333103329308,20972,2.540175557056043,1.0219078833879593,2.683111954459203,0.03519061583577713,0.10591685354493703
3811,1.0736486486486487,7294,6356,0.008445945945945946,348.0,19.121283783783785,85.0,1.3431244368275057,50.0,16827,3.87521864343893,6718,537747,4.050675675675675,23980,2.287633671510831,1.2320945945945947,2.8423986486486488,0.014358108108108109,0.05878378378378379
7862,1.0163992241227298,5912,5764,0.004761065067889261,286.0,18.508199612061365,63.0,1.3234565548780488,27.0,15546,3.823809070121951,6179,490641,3.7903368012696173,21495,2.635825439783491,1.042496914124493,2.7413154646446833,0.011109151825074944,0.050432022570975135
15767,0.9864959909973273,6853,7013,0.0016880011253340836,53.0,18.07497538331692,21.0,1.3138876999105022,12.0,18217,3.7438499552511773,6988,588717,3.5681530454353636,25366,2.701444622792937,0.9639893093262062,2.5625263750175833,0.0029540019693346463,0.007455338303558869
17677,1.1107886650734038,6113,6507,0.017241379310344827,491.0,19.618299761010583,143.0,1.3227785318993421,101.0,16445,3.7911837388186975,6929,533900,3.896551724137931,22826,2.7340094879764436,1.0435302150904746,2.807272106520997,0.024411061795834757,0.08381700238989416
21715,1.5485362095531587,1039,2010,0.11325115562403698,380.0,24.493836671802775,165.0,1.299751517629667,147.0,4862,3.765011165979933,3675,147317,4.9121725731895225,6376,5.136669874879692,0.800462249614792,3.7457627118644066,0.1271186440677966,0.29275808936825887
21716,1.345388401455168,4721,6287,0.002353948213139311,41.0,23.502674941151295,23.0,1.3353516407473505,11.0,14840,3.753132170302655,8883,500652,4.56708752407447,21342,3.520652404151663,1.0102717740209715,3.175690134817034,0.004921891718382195,0.008773806976246523
21717,1.4570912375790424,863,1613,0.0027100271002710027,11.0,25.019873532068654,4.0,1.3667184171570927,3.0,4435,3.9918041665162294,3902,135290,5.461607949412827,6046,6.005793742757821,0.7795844625112918,4.006323396567299,0.0036133694670280035,0.00993676603432701
21718,1.4853838065194531,3549,7063,0.015772870662460567,188.0,23.793059936908517,77.0,1.3379914439258944,75.0,16278,3.8011950219205204,8400,525290,4.411146161934806,20975,4.9101155255001405,0.7463722397476341,3.4233438485804415,0.01619348054679285,0.03953732912723449
21748,1.6616633858267718,4164,6753,0.03125,323.0,27.095964566929133,148.0,1.384315007537369,127.0,16310,3.9182876550609347,8782,523957,5.36515748031496,21804,4.236311239193084,1.0246062992125984,4.013287401574803,0.03641732283464567,0.07947834645669291
15348,1.0731707317073171,9280,8140,0.0018457481872116018,139.0,17.588002636783123,24.0,1.3584273453019002,14.0,18473,3.83446647427008,10765,622039,3.9013843111404087,29592,2.1887931034482757,1.2234673698088332,2.4354647330257087,0.0031641397495056033,0.018325642715886617
23371,1.4786324786324787,3580,7266,0.007936507936507936,113.0,23.27777777777778,50.0,1.3558621171986327,39.0,16311,3.8530077718621873,8941,536245,4.565730565730566,22436,5.267039106145251,0.7285307285307285,3.3192918192918195,0.010175010175010175,0.022995522995522995
21719,1.3962264150943395,4071,6660,0.031446540880503145,383.0,23.511111111111113,160.0,1.341753753967971,150.0,15607,3.795992795234868,8709,518164,4.473584905660378,21339,4.241709653647752,0.8534591194968554,3.2719077568134174,0.033542976939203356,0.08029350104821803
23372,1.3316900019719977,4798,6753,0.0011831985801617037,39.0,22.370932754880695,19.0,1.3260315753285792,6.0,15283,3.759086060841127,8060,519865,4.232695720765135,21464,3.4735306377657356,0.9461644646026425,3.0138039834352197,0.0037467955038453953,0.007690790771051075
21823,1.2796934865900382,340,334,0.6053639846743295,408.0,24.24137931034483,171.0,1.285443338074917,158.0,867,3.7330488383119964,1224,28890,4.425287356321839,1155,2.3970588235294117,1.3026819923371646,3.32183908045977,0.6551724137931034,1.5632183908045978
23267,1.8947895791583167,748,1891,0.08617234468937876,216.0,29.241482965931862,92.0,1.3885138608093752,86.0,4926,4.0581160264537575,4031,145020,6.11122244488978,6099,7.153743315508021,0.749498997995992,4.935871743486974,0.09218436873747494,0.21643286573146292
21720,1.3350423979491224,4944,6770,0.011043186748175901,133.0,23.54308814829422,69.0,1.2993877055290777,56.0,15685,3.676271285818389,8525,535960,4.447643462827845,22554,3.561893203883495,0.9749556300532439,3.093078288306054,0.013606783671859593,0.026227568526917766
23262,1.4116022099447514,1193,2044,0.020027624309392266,80.0,21.771408839779006,34.0,1.31847739888977,29.0,4700,3.8003806502775577,4090,147106,4.399171270718232,6370,4.339480301760268,0.8238950276243094,3.24585635359116,0.023480662983425413,0.055248618784530384
21721,1.5752191970466083,3068,6827,0.009460083064143978,110.0,26.9296262113521,52.0,1.3234772476073788,41.0,17991,3.7660757584844875,7480,540121,4.730272265805261,20501,5.682203389830509,0.7078910936778957,4.151130595293032,0.011998154130133826,0.025380710659898477
646,1.6541301338255654,2744,7169,0.014074757729580065,203.0,27.99330872173512,82.0,1.3278026425327432,61.0,18633,3.765798735606604,7892,561179,4.90793724042455,21271,6.751822157434402,0.633133364097831,4.29926165205353,0.018920166128287955,0.04683894785417628
21725,1.5955555555555556,2196,3949,0.023434343434343436,136.0,25.091313131313132,58.0,1.3280462472423955,58.0,8836,3.7770567301653757,6349,286038,4.8662626262626265,12044,4.484517304189436,0.8872727272727273,3.57010101010101,0.023434343434343436,0.05494949494949495
21710,1.4401947148817802,2505,4142,0.005910987482614743,63.0,24.340403337969402,37.0,1.3273002585603475,17.0,9950,3.8025370341271088,6461,324216,4.668984700973574,13428,4.360479041916168,0.8710013908205841,3.4596662030598053,0.01286509040333797,0.021905424200278165
21726,1.82952776336274,4152,7051,0.0031136481577581734,46.0,28.872080954852102,21.0,1.3586314739424659,12.0,16630,3.867083659108679,8815,523694,5.87934613388687,22659,4.457369942196531,1.077322262584328,4.314997405293202,0.005448884276076803,0.011935651271406332
21727,1.7546641791044777,963,1881,0.04757462686567164,155.0,29.068097014925375,68.0,1.336606655755592,51.0,4543,3.806681428708963,4238,144600,5.430037313432836,5821,5.0446521287642785,0.898320895522388,4.237873134328358,0.06343283582089553,0.14458955223880596
21728,1.531304564729359,3622,6139,0.01995510102269893,250.0,25.451234721875778,113.0,1.332330399670698,80.0,15290,3.840719760079973,7722,479032,5.110750810675979,20489,4.656819436775263,0.903467198802694,3.8139186829633327,0.028186580194562234,0.062359690695934146
21729,1.4102967184122617,5129,7177,0.020239732756926705,325.0,22.893495775201416,144.0,1.3212737650744604,103.0,15530,3.699000042916613,8846,525096,4.315582629200236,21962,3.2819263014232796,1.0078600903910395,3.051680094321085,0.028296325407742188,0.06386323442719591
23373,1.3187372708757636,3106,5180,0.01680244399185336,134.0,22.34928716904277,52.0,1.330557707203718,66.0,11823,3.7477331753770446,7645,400775,4.199338085539715,16495,4.310688989053445,0.7907331975560081,3.0099287169042768,0.013238289205702648,0.03411405295315682
21730,1.565592903828198,4903,6707,0.0018674136321195146,24.0,27.450513538748833,14.0,1.303908229731798,8.0,18031,3.7776832939335705,7672,544360,5.524042950513539,23665,3.826636753008362,1.1444911297852474,4.208916900093371,0.0032679738562091504,0.0056022408963585435
23492,1.2413366336633664,872,2006,0.017326732673267328,70.0,20.42450495049505,32.0,1.283705992849785,28.0,4956,3.7179300733200025,3638,151990,3.9944306930693068,6455,6.402522935779817,0.5396039603960396,3.0668316831683167,0.019801980198019802,0.043316831683168314
23380,1.4053571428571427,4786,6296,0.016964285714285713,212.0,25.0796875,91.0,1.3194193508192635,76.0,15629,3.7018699324474666,8462,507051,4.828571428571428,21632,3.5198495612202256,1.0683035714285714,3.4886160714285714,0.0203125,0.04732142857142857
21202,1.3942075623491552,1068,1733,0.057924376508447305,213.0,25.004827031375704,81.0,1.3002155657797367,72.0,4639,3.711560117113349,3594,142266,4.9702333065164925,6178,4.784644194756554,0.8592115848753017,3.732099758648431,0.06516492357200322,0.17135961383748993
21731,1.3537414965986394,550,1592,0.04421768707482993,147.0,24.4906462585034,65.0,1.2580465956043192,52.0,4291,3.576889691330162,3157,127472,4.416666666666667,5194,8.443636363636363,0.467687074829932,3.6488095238095237,0.055272108843537414,0.125
21735,1.6444556198139302,4197,6540,0.004526024641689716,55.0,27.733215991953735,21.0,1.3402783444399111,18.0,16041,3.8100185865179745,9067,511952,5.495348252451596,21855,4.207290922087205,1.0553180789539853,4.033442293185819,0.005280362081971335,0.013829519738496355
21732,1.1603960396039603,804,1172,0.24554455445544554,628.0,20.913861386138613,285.0,1.3268475121905032,248.0,2988,3.7396676608436303,3324,96822,4.1158415841584155,4157,4.170398009950249,0.7960396039603961,2.9584158415841584,0.28217821782178215,0.6217821782178218
23505,1.2691579943235571,3033,5366,0.013718070009460738,141.0,20.857852412488175,57.0,1.3365348634152425,58.0,12483,3.7690022338893487,7760,406248,3.9829706717123936,16840,4.5522584899439495,0.717360454115421,2.9524597918637654,0.01348155156102176,0.033349101229895935
23263,1.3179867342957472,4208,6756,0.04779555208739758,607.0,22.186500195083887,286.0,1.366743458075408,245.0,16102,3.871693866066404,8393,535369,4.224151385095591,21653,4.1456749049429655,0.8209129925868124,3.1412407335154118,0.055793991416309016,0.1184159188451034
21737,1.3457355466514025,1909,2351,0.005151688609044075,31.0,22.642243846594162,13.0,1.3153756699362928,9.0,4926,3.6484224896349478,4989,175497,4.580423583285633,8002,3.1917234154007335,1.0927303949627933,2.8196908986834575,0.007441327990841442,0.017744705208929592
23384,1.394704433497537,4186,6795,0.012315270935960592,179.0,24.624178981937604,91.0,1.3288182780551643,60.0,17184,3.785903024948112,7963,554969,4.66564039408867,22731,4.4302436693741045,0.8591954022988506,3.5270935960591134,0.01867816091954023,0.03674055829228243
21733,1.347542242703533,4576,7018,0.011136712749615975,177.0,21.9318356374808,81.0,1.353210005165425,58.0,16041,3.8400206616996875,8454,533961,4.2870583717357915,22327,3.879152097902098,0.8786482334869432,3.080069124423963,0.01555299539170507,0.03398617511520737
15689,1.3180910905461805,5662,7264,0.007621121393576484,216.0,23.337506804572673,64.0,1.3357825414227178,42.0,18385,3.787626445227154,8761,593398,4.604971874432953,25378,3.4821617802896503,1.0273997459626203,3.336055162402468,0.011613137361640356,0.0391943385955362
21734,1.5697342411596749,4632,7147,0.02591697781682407,341.0,26.538546013617395,163.0,1.3371844740544567,118.0,16888,3.765985268559133,9241,553356,5.197452229299363,23664,4.108808290155441,1.0173511970129585,3.709202723479025,0.035800571052053594,0.07489567318251703
22980,1.816793893129771,496,238,0.2824427480916031,136.0,29.412213740458014,46.0,1.6418375291980276,37.0,588,4.745652738126135,904,22162,9.374045801526718,1228,1.4758064516129032,3.786259541984733,4.488549618320611,0.3511450381679389,1.0381679389312977
21736,1.4449190647482015,2595,6427,0.0024730215827338128,24.0,24.639838129496404,10.0,1.352980893811931,11.0,16263,3.8026058869687405,7617,509543,4.259442446043166,18946,6.3009633911368015,0.583408273381295,3.65625,0.0022482014388489208,0.00539568345323741
23389,2.4940855323020927,2607,2741,0.03184713375796178,110.0,35.35668789808917,52.0,1.4818436832488355,35.0,6661,4.2142728465913475,5145,198217,8.989990900818926,9880,2.7897967011891063,2.3721565059144676,6.060964513193812,0.047315741583257506,0.10009099181073704
21757,1.2966486486486486,2768,5997,0.010810810810810811,166.0,22.954162162162163,74.0,1.3151851398321448,50.0,15187,3.7450618388704164,7198,485722,4.051459459459459,18738,5.769508670520231,0.5984864864864865,3.2836756756756755,0.016,0.03589189189189189
21758,2.419660352710647,3081,7409,0.028739386022207707,258.0,33.59699542782495,135.0,1.4014717032486343,88.0,17442,4.021200692108794,8668,505145,7.117896799477466,21795,6.074001947419669,1.0062050947093404,5.696276943174396,0.04408883082952319,0.08425865447419988
21738,1.4411487758945387,2715,3061,0.027777777777777776,185.0,25.072033898305083,91.0,1.3634912587084296,59.0,7448,3.8978085741648356,6141,252089,5.422787193973635,11518,3.2423572744014733,1.2782485875706215,3.506591337099812,0.0428436911487759,0.08709981167608287
21739,1.8158640226628895,889,1923,0.010387157695939566,34.0,28.192634560906516,20.0,1.3656551446945338,11.0,4634,3.8849477491961415,4015,141873,5.355996222851747,5672,5.380202474690663,0.8394711992445704,4.375826251180359,0.018885741265344664,0.03210576015108593
21705,1.5016263940520447,3020,6463,0.0016263940520446097,23.0,24.16078066914498,8.0,1.3783513482324883,7.0,15454,3.8955841058583682,8825,494349,4.588986988847584,19751,5.540066225165563,0.7016728624535316,3.5906133828996283,0.0018587360594795538,0.005343866171003717
21740,1.7301710730948678,4246,6675,0.00673924313115604,67.0,27.983929497148782,23.0,1.3758915173857469,26.0,16059,3.9228617476519516,8654,514815,5.729911871435977,22106,4.2063118228921335,1.1005702436495595,4.1625194401244165,0.0059616381544841885,0.017366511145671334
21741,1.4671610169491525,2481,4155,0.00423728813559322,46.0,24.656779661016948,22.0,1.3384602165320503,12.0,9656,3.7685169273070973,6421,319907,4.647245762711864,13161,4.30471584038694,0.8760593220338984,3.4096045197740112,0.007768361581920904,0.016242937853107344
21742,1.7318941504178273,1090,2487,0.019498607242339833,71.0,27.153899721448468,42.0,1.3398558715666915,28.0,5747,3.7974508245069627,4756,181094,5.126740947075209,7362,5.754128440366973,0.7590529247910863,4.002089136490251,0.02924791086350975,0.04944289693593315
21743,1.4844961240310077,900,1532,0.10077519379844961,277.0,23.53875968992248,101.0,1.305121027498765,104.0,3221,3.666598056973489,3358,108748,4.332364341085271,4471,3.9677777777777776,0.872093023255814,3.121124031007752,0.09786821705426356,0.26841085271317827
21744,1.4481786133960046,4311,6162,0.02890716803760282,388.0,25.07497062279671,184.0,1.3247324123193431,123.0,15694,3.7713835829568674,8089,492585,5.033842538190364,21419,3.9684527951751334,1.0131609870740306,3.688366627497062,0.043243243243243246,0.09118683901292597
21695,1.4537760416666667,1650,2233,0.012369791666666666,67.0,24.999348958333332,30.0,1.3275606135576448,19.0,5343,3.7489517956196776,4591,175005,4.916015625,7551,3.576363636363636,1.07421875,3.478515625,0.01953125,0.043619791666666664
21745,1.2252252252252251,206,408,0.08408408408408409,83.0,24.204204204204203,37.0,1.231637717121588,28.0,1143,3.5655086848635236,1369,35651,4.5375375375375375,1511,6.334951456310679,0.6186186186186187,3.4324324324324325,0.1111111111111111,0.24924924924924924
21746,1.389426481000708,3735,5887,0.00660844937455747,78.0,25.284399339155062,36.0,1.3220666479977596,28.0,15340,3.7572482031177072,8214,491948,5.059240028321926,21436,4.7392235609103075,0.8815199433561483,3.620486193061128,0.008496577767288176,0.018409251829124382
23377,1.3525714285714285,2025,2367,0.012571428571428572,68.0,23.401714285714284,34.0,1.300026860059092,22.0,5286,3.669694527873416,4639,182926,4.728571428571429,8275,3.0864197530864197,1.1571428571428573,3.0205714285714285,0.019428571428571427,0.038857142857142854
21747,1.3344702622042208,5049,6260,0.004689831592411,79.0,22.97868258367086,46.0,1.3358566882821705,22.0,15043,3.7824070208640634,8380,496762,4.4920059688765726,21072,3.1734997029114678,1.0763163504583244,3.2067789383926666,0.009806011511404818,0.01684075890002132
23274,1.650355871886121,1226,1855,0.06761565836298933,208.0,27.845195729537366,99.0,1.3579461946450253,76.0,4649,3.858872771423094,4481,147196,5.654804270462633,6356,4.184339314845024,1.0907473309608542,4.1361209964412815,0.08807829181494661,0.18505338078291814
21749,2.133012048192771,1584,4426,0.026987951807228915,178.0,29.339759036144578,93.0,1.4065210249671485,56.0,10267,4.112910643889619,6916,305102,6.4963855421686745,13480,7.51010101010101,0.7633734939759036,4.9479518072289155,0.04481927710843373,0.08578313253012049
21750,1.793129482823707,2469,4750,0.015855039637599093,115.0,26.835409588523973,46.0,1.3569429009523541,42.0,11120,3.880681418543475,6870,336820,5.39033597583994,14279,4.7833130822195224,0.9320498301245753,4.1978104945262364,0.01736504341260853,0.04341260853152133
21751,1.2600410436822047,2898,4298,0.017296980357666372,192.0,21.354734681911463,83.0,1.3189000700155133,59.0,9294,3.6924259688911465,6501,328590,3.99091175608326,13613,3.697377501725328,0.8496042216358839,2.7247141600703606,0.02433304016417473,0.056288478452066845
21752,1.1524736415247365,1787,2842,0.05474452554744526,308.0,20.50729927007299,126.0,1.2979177789642284,135.0,6369,3.5834371477724387,5170,221606,3.578264395782644,8824,3.9378847229994403,0.7246553122465531,2.5827250608272507,0.051094890510948905,0.12489862124898621
21753,1.4271754304327595,4303,6134,0.007910656119125175,117.0,24.809678920428105,58.0,1.33150461399955,34.0,15764,3.8262904193863005,7419,497324,4.681945090739879,20123,3.6765047641180573,1.0011633317822244,3.6677524429967425,0.013494648673801768,0.027221963704048394
21754,2.549057829759584,1285,3923,0.009096816114359974,43.0,32.61013645224172,22.0,1.4340765536892024,14.0,8660,4.140753581604798,5604,252824,7.053281351526966,10855,7.447470817120623,0.8349577647823262,5.627030539311241,0.014294996751137101,0.02794022092267706
24086,1.6635593220338982,1396,1963,0.06016949152542373,216.0,28.672033898305084,110.0,1.3173824372653917,71.0,4757,3.7077114060237046,4625,153205,5.797457627118644,6841,3.900429799426934,1.1830508474576271,4.03135593220339,0.09322033898305085,0.18305084745762712
21756,1.3209446380178087,2504,3412,0.007742934572202865,45.0,22.88269454123113,17.0,1.320085947281156,20.0,8070,3.709572632220079,5874,267704,4.416569879984515,11408,3.5559105431309903,0.9694154084397987,3.124274099883856,0.006581494386372435,0.017421602787456445
21691,1.9390125847047435,1062,2003,0.12003872216844143,349.0,29.429816069699903,148.0,1.378902009802309,124.0,4743,4.007137923094635,4205,148259,5.968054211035818,6165,4.805084745762712,1.0280735721200387,4.591481122942885,0.14327202323330107,0.3378509196515005
21692,1.7222222222222223,4641,6603,0.01643192488262911,164.0,27.027647365675534,72.0,1.3830483285725315,63.0,15096,3.907009959082838,8867,491611,5.486437141366719,21035,3.5324283559577676,1.2104851330203443,3.9374021909233177,0.018779342723004695,0.04277516953573292
21693,1.3399233407302804,5434,6642,0.011297155537623563,186.0,22.568489005446843,74.0,1.3568632008009154,56.0,15419,3.8284110411899315,9189,520459,4.571313294331249,22660,3.1700404858299596,1.096227556990115,3.110550736332459,0.014928384103288278,0.037522695178535403
21694,1.5249301954527323,2138,3823,0.004786597526924611,43.0,25.119664938173116,22.0,1.3390869392616118,12.0,9048,3.8639301310043668,5693,296889,4.898683685680096,12281,4.744153414405987,0.8528121260470682,3.609094535301157,0.008775428799361787,0.017151974471479856
21714,1.5315121531512152,4029,7120,0.007528500752850075,108.0,25.460314046031403,54.0,1.3253073121277406,35.0,16832,3.7537616694124107,8627,541674,4.873306087330609,22656,4.623231571109456,0.8666379866637987,3.6205635620563563,0.011615401161540116,0.02323080232308023
21697,1.282972440944882,3481,5214,0.026820866141732284,325.0,20.970226377952756,143.0,1.3517595015430106,109.0,12272,3.8693897187378994,7521,402493,4.3107775590551185,17519,4.032749209997127,0.8565452755905512,3.0196850393700787,0.03518700787401575,0.07997047244094488
21696,1.3289676425269645,4069,6900,0.00847457627118644,138.0,22.180855161787367,70.0,1.3532818700450666,44.0,16431,3.8175629325390967,7910,536087,4.099961479198767,21287,4.231506512656672,0.7837057010785824,3.1646764252696458,0.013482280431432974,0.026579352850539292
21698,1.6365507776761208,4797,7155,0.01303751143641354,144.0,26.270128087831655,64.0,1.3593201744839054,57.0,16323,3.8462730620880605,8998,536034,5.12900274473925,22424,3.674588284344382,1.097209515096066,3.7335315645013725,0.01463860933211345,0.03293687099725526
21699,1.4970796829370046,3910,7177,0.05381727158948686,633.0,23.898831873174803,277.0,1.35650382732105,258.0,16197,3.8359968927564565,8841,534641,4.546933667083855,21798,4.574936061381075,0.8156028368794326,3.3785982478097623,0.05778055903212349,0.1320400500625782
